year;Años;Mes;Código;Ciudad;Género;sexo;PT;T_PET;T_TGP;T_TO;T_TD
2015-11;2015;11;66001;Pereira;0;mujer;327;83.8;57.4;49.4;14
2015-11;2015;11;66001;Pereira;1;hombre;293;81.1;77.3;69.6;10
2015-11;2015;11;54001;Cúcuta;0;mujer;338;80.2;54.8;48.2;12.2
2015-11;2015;11;54001;Cúcuta;1;hombre;394;78.1;74.2;63.4;14.6
2015-11;2015;11;73001;Ibagué;0;mujer;272;81.8;65.1;53.5;17.9
2015-11;2015;11;73001;Ibagué;1;hombre;253;79.6;75.6;66.5;12
2015-11;2015;11;23001;Montería;0;mujer;181;80.3;54.8;48.4;11.8
2015-11;2015;11;23001;Montería;1;hombre;163;77.7;74.1;69;6.8
2015-11;2015;11;13001;Cartagena;0;mujer;500;81;50.2;44.5;11.3
2015-11;2015;11;13001;Cartagena;1;hombre;466;78.9;69.4;65;6.4
2015-11;2015;11;50001;Villavicencio;0;mujer;241;80;59.1;51.7;12.5
2015-11;2015;11;50001;Villavicencio;1;hombre;225;77.8;74.7;67.3;9.9
2015-11;2015;11;15001;Tunja;0;mujer;95;81.9;58.4;51;12.6
2015-11;2015;11;15001;Tunja;1;hombre;87;79.6;69;62.1;9.9
2015-11;2015;11;18001;Florencia;0;mujer;78;77.7;52.2;44.6;14.5
2015-11;2015;11;18001;Florencia;1;hombre;74;76.2;70.9;65.1;8.2
2015-11;2015;11;19001;Popayán;0;mujer;130;84.7;53.3;45.8;14.1
2015-11;2015;11;19001;Popayán;1;hombre;119;82.7;68.6;61.4;10.5
2015-11;2015;11;20001;Valledupar;0;mujer;203;78.2;50.4;42.1;16.5
2015-11;2015;11;20001;Valledupar;1;hombre;188;75.9;69.4;64.5;7.2
2015-11;2015;11;27001;Quibdó;0;mujer;54;70.5;53.4;41.4;22.5
2015-11;2015;11;27001;Quibdó;1;hombre;54;69.2;64.5;57.5;10.8
2015-11;2015;11;41001;Neiva;0;mujer;169;82.5;62.5;54.4;12.9
2015-11;2015;11;41001;Neiva;1;hombre;154;80.1;76.5;68.6;10.3
2015-11;2015;11;44001;Riohacha;0;mujer;116;71.3;55.7;47.3;15
2015-11;2015;11;44001;Riohacha;1;hombre;108;67.7;73.1;66.7;8.8
2015-11;2015;11;47001;Santa Marta;0;mujer;241;77.6;54.8;47.2;13.9
2015-11;2015;11;47001;Santa Marta;1;hombre;229;75.6;70.4;66.8;5.2
2015-11;2015;11;63001;Armenia;0;mujer;150;82.8;53.7;44;18.2
2015-11;2015;11;63001;Armenia;1;hombre;139;80.7;74.8;66.6;10.9
2015-11;2015;11;70001;Sincelejo;0;mujer;133;80.1;55.9;48.3;13.6
2015-11;2015;11;70001;Sincelejo;1;hombre;127;78.4;74.5;70.1;6
2015-12;2015;12;11001;Bogotá;0;mujer;4088;82.9;65.6;57.1;12.9
2015-12;2015;12;11001;Bogotá;1;hombre;3829;80.7;78.2;71;9.2
2015-12;2015;12;5001;Medellín;0;mujer;1905;85.4;56.3;48;14.8
2015-12;2015;12;5001;Medellín;1;hombre;1718;83.1;74.9;66.7;10.9
2015-12;2015;12;76001;Cali;0;mujer;1279;83.2;62.5;53.5;14.4
2015-12;2015;12;76001;Cali;1;hombre;1172;80.9;75.9;68.9;9.2
2015-12;2015;12;8001;Barranquilla;0;mujer;942;80.7;55.5;48.5;12.7
2015-12;2015;12;8001;Barranquilla;1;hombre;899;78.9;74.8;70.4;5.8
2015-12;2015;12;68132;Bucaramanga;0;mujer;554;83.8;62.3;55.8;10.4
2015-12;2015;12;68144;Bucaramanga;1;hombre;512;81.7;77.2;71.5;7.3
2015-12;2015;12;17001;Manizales;0;mujer;220;85.2;51.9;45.7;12
2015-12;2015;12;17001;Manizales;1;hombre;196;82.7;70.2;63.4;9.7
2015-12;2015;12;52001;Pasto;0;mujer;192;83.7;63.9;54.5;14.7
2015-12;2015;12;52001;Pasto;1;hombre;176;81.5;74;67.3;9
2015-12;2015;12;66001;Pereira;0;mujer;327;83.8;58.8;50.4;14.2
2015-12;2015;12;66001;Pereira;1;hombre;293;81.1;78;70.3;9.8
2015-12;2015;12;54001;Cúcuta;0;mujer;338;80.2;55.1;46.1;16.3
2015-12;2015;12;54001;Cúcuta;1;hombre;394;78.2;74.4;62.7;15.8
2015-12;2015;12;73001;Ibagué;0;mujer;272;81.9;65.5;52.8;19.4
2015-12;2015;12;73001;Ibagué;1;hombre;253;79.7;75.2;65.5;12.8
2015-12;2015;12;23001;Montería;0;mujer;181;80.3;54.6;47.1;13.6
2015-12;2015;12;23001;Montería;1;hombre;163;77.7;74.3;68.6;7.8
2015-12;2015;12;13001;Cartagena;0;mujer;500;81;51.1;44.7;12.5
2015-12;2015;12;13001;Cartagena;1;hombre;466;79;68.6;64.7;5.7
2015-12;2015;12;50001;Villavicencio;0;mujer;241;80;58.1;49.7;14.3
2015-12;2015;12;50001;Villavicencio;1;hombre;225;77.8;74.1;66.2;10.6
2015-12;2015;12;15001;Tunja;0;mujer;95;82;58.6;50.3;14.2
2015-12;2015;12;15001;Tunja;1;hombre;87;79.6;68.9;61.8;10.3
2015-12;2015;12;18001;Florencia;0;mujer;78;77.8;52.9;44.8;15.4
2015-12;2015;12;18001;Florencia;1;hombre;74;76.2;70.8;63.7;10.1
2015-12;2015;12;19001;Popayán;0;mujer;130;84.7;53.2;45.5;14.5
2015-12;2015;12;19001;Popayán;1;hombre;119;82.7;68.6;60.9;11.2
2015-12;2015;12;20001;Valledupar;0;mujer;203;78.2;48.1;40.6;15.6
2015-12;2015;12;20001;Valledupar;1;hombre;188;75.9;69.1;64;7.3
2015-12;2015;12;27001;Quibdó;0;mujer;54;70.5;50.3;37.4;25.7
2015-12;2015;12;27001;Quibdó;1;hombre;54;69.2;63.8;54.7;14.2
2015-12;2015;12;41001;Neiva;0;mujer;170;82.5;60.3;52.1;13.6
2015-12;2015;12;41001;Neiva;1;hombre;154;80.2;76.3;68;10.9
2015-12;2015;12;44001;Riohacha;0;mujer;117;71.3;56.4;46.1;18.4
2015-12;2015;12;44001;Riohacha;1;hombre;108;67.7;72.6;65.5;9.8
2015-12;2015;12;47001;Santa Marta;0;mujer;242;77.6;53;45.3;14.5
2015-12;2015;12;47001;Santa Marta;1;hombre;229;75.6;69.6;65.9;5.3
2015-12;2015;12;63001;Armenia;0;mujer;150;82.8;52.1;42.1;19.2
2015-12;2015;12;63001;Armenia;1;hombre;139;80.7;73.5;64.6;12.1
2015-12;2015;12;70001;Sincelejo;0;mujer;133;80.1;56.4;48.2;14.5
2015-12;2015;12;70001;Sincelejo;1;hombre;127;78.4;74.2;69.8;5.9
2016-1;2016;1;11001;Bogotá;0;mujer;4092;82.9;65.8;57.6;12.4
2016-1;2016;1;11001;Bogotá;1;hombre;3833;80.7;77.5;70.6;8.9
2016-1;2016;1;5001;Medellín;0;mujer;1907;85.4;56.1;47.4;15.4
2016-1;2016;1;5001;Medellín;1;hombre;1720;83.1;73.9;65.3;11.5
2016-1;2016;1;76001;Cali;0;mujer;1281;83.2;62.5;52.9;15.3
2016-1;2016;1;76001;Cali;1;hombre;1173;80.9;76.1;68.8;9.6
2016-1;2016;1;8001;Barranquilla;0;mujer;943;80.7;56;49.5;11.6
2016-1;2016;1;8001;Barranquilla;1;hombre;900;78.9;74.6;69.9;6.3
2016-1;2016;1;68145;Bucaramanga;0;mujer;554;83.8;61.9;54.9;11.3
2016-1;2016;1;68157;Bucaramanga;1;hombre;512;81.7;76.5;70.5;7.8
2016-1;2016;1;17001;Manizales;0;mujer;220;85.2;52.7;45.8;13
2016-1;2016;1;17001;Manizales;1;hombre;196;82.7;69.5;62.1;10.7
2016-1;2016;1;52001;Pasto;0;mujer;193;83.7;63.8;55;13.8
2016-1;2016;1;52001;Pasto;1;hombre;177;81.5;74;67.4;8.9
2016-1;2016;1;66001;Pereira;0;mujer;328;83.8;58.5;49.8;14.8
2016-1;2016;1;66001;Pereira;1;hombre;293;81.1;78.1;70.1;10.2
2016-1;2016;1;54001;Cúcuta;0;mujer;339;80.2;56.2;45.2;19.6
2016-1;2016;1;54001;Cúcuta;1;hombre;394;78.2;74.7;63.1;15.5
2016-1;2016;1;73001;Ibagué;0;mujer;273;81.9;62.6;49.9;20.3
2016-1;2016;1;73001;Ibagué;1;hombre;254;79.7;74.2;64;13.7
2016-1;2016;1;23001;Montería;0;mujer;182;80.3;55.3;46.6;15.8
2016-1;2016;1;23001;Montería;1;hombre;163;77.7;73;67.2;7.9
2016-1;2016;1;13001;Cartagena;0;mujer;501;81.1;51.3;45.6;11.3
2016-1;2016;1;13001;Cartagena;1;hombre;467;79;69.5;65.5;5.8
2016-1;2016;1;50001;Villavicencio;0;mujer;242;80;56.3;47.3;16
2016-1;2016;1;50001;Villavicencio;1;hombre;226;77.9;74.6;65.4;12.3
2016-1;2016;1;15001;Tunja;0;mujer;96;82;57.8;49.8;13.9
2016-1;2016;1;15001;Tunja;1;hombre;87;79.7;69.4;61.6;11.1
2016-1;2016;1;18001;Florencia;0;mujer;78;77.8;52;43.3;16.6
2016-1;2016;1;18001;Florencia;1;hombre;75;76.2;71.2;63.8;10.4
2016-1;2016;1;19001;Popayán;0;mujer;130;84.8;53;44.3;16.5
2016-1;2016;1;19001;Popayán;1;hombre;119;82.7;68.4;60.1;12.2
2016-1;2016;1;20001;Valledupar;0;mujer;204;78.2;47.3;40;15.4
2016-1;2016;1;20001;Valledupar;1;hombre;189;75.9;67.5;61.2;9.3
2016-1;2016;1;27001;Quibdó;0;mujer;54;70.5;52.2;38.6;26
2016-1;2016;1;27001;Quibdó;1;hombre;54;69.3;64.4;54.5;15.3
2016-1;2016;1;41001;Neiva;0;mujer;170;82.6;58.8;51.1;13.1
2016-1;2016;1;41001;Neiva;1;hombre;154;80.2;76.6;68;11.3
2016-1;2016;1;44001;Riohacha;0;mujer;117;71.3;58.7;46.8;20.2
2016-1;2016;1;44001;Riohacha;1;hombre;109;67.8;72.6;65;10.4
2016-1;2016;1;47001;Santa Marta;0;mujer;242;77.6;51.2;43.6;14.9
2016-1;2016;1;47001;Santa Marta;1;hombre;229;75.7;68.1;63.6;6.6
2016-1;2016;1;63001;Armenia;0;mujer;151;82.8;52.6;42;20
2016-1;2016;1;63001;Armenia;1;hombre;139;80.8;73.2;63;14
2016-1;2016;1;70001;Sincelejo;0;mujer;133;80.1;57;47.9;15.8
2016-1;2016;1;70001;Sincelejo;1;hombre;127;78.4;75.2;70;6.9
2016-2;2016;2;11001;Bogotá;0;mujer;4096;82.9;64.8;58.6;9.6
2016-2;2016;2;11001;Bogotá;1;hombre;3838;80.8;77.9;72;7.6
2016-2;2016;2;5001;Medellín;0;mujer;1908;85.4;56.4;49.1;12.8
2016-2;2016;2;5001;Medellín;1;hombre;1721;83.1;74.4;67.3;9.6
2016-2;2016;2;76001;Cali;0;mujer;1282;83.2;62.6;54.4;13.2
2016-2;2016;2;76001;Cali;1;hombre;1174;81;75.4;68.9;8.6
2016-2;2016;2;8001;Barranquilla;0;mujer;944;80.7;54.8;48.7;11
2016-2;2016;2;8001;Barranquilla;1;hombre;901;78.9;75;70.7;5.8
2016-2;2016;2;68146;Bucaramanga;0;mujer;555;83.8;61.3;54.5;11.1
2016-2;2016;2;68158;Bucaramanga;1;hombre;512;81.7;75.5;69.7;7.7
2016-2;2016;2;17001;Manizales;0;mujer;220;85.2;52.6;45.7;13.1
2016-2;2016;2;17001;Manizales;1;hombre;196;82.7;69.5;62.5;10.1
2016-2;2016;2;52001;Pasto;0;mujer;193;83.7;63.8;56.6;11.2
2016-2;2016;2;52001;Pasto;1;hombre;177;81.5;74.4;69.1;7.1
2016-2;2016;2;66001;Pereira;0;mujer;328;83.8;56.4;48.9;13.3
2016-2;2016;2;66001;Pereira;1;hombre;294;81.1;76.8;70.8;7.8
2016-2;2016;2;54001;Cúcuta;0;mujer;339;80.3;57.1;45.3;20.7
2016-2;2016;2;54001;Cúcuta;1;hombre;395;78.2;74.6;64;14.2
2016-2;2016;2;73001;Ibagué;0;mujer;273;81.9;60.6;51;15.9
2016-2;2016;2;73001;Ibagué;1;hombre;254;79.7;73.9;64.4;12.9
2016-2;2016;2;23001;Montería;0;mujer;182;80.4;57.3;48.2;15.8
2016-2;2016;2;23001;Montería;1;hombre;163;77.7;72.9;67.2;7.8
2016-2;2016;2;13001;Cartagena;0;mujer;501;81.1;49.8;44.3;11
2016-2;2016;2;13001;Cartagena;1;hombre;467;79;70.4;66;6.2
2016-2;2016;2;50001;Villavicencio;0;mujer;242;80;56.7;48.6;14.3
2016-2;2016;2;50001;Villavicencio;1;hombre;226;77.9;73.4;64.7;11.9
2016-2;2016;2;15001;Tunja;0;mujer;96;82;58.2;50.5;13.2
2016-2;2016;2;15001;Tunja;1;hombre;87;79.7;68.5;61.7;9.9
2016-2;2016;2;18001;Florencia;0;mujer;78;77.8;53;45.7;13.7
2016-2;2016;2;18001;Florencia;1;hombre;75;76.3;71.5;63.9;10.6
2016-2;2016;2;19001;Popayán;0;mujer;130;84.8;52.2;44.1;15.5
2016-2;2016;2;19001;Popayán;1;hombre;119;82.7;68.4;60;12.2
2016-2;2016;2;20001;Valledupar;0;mujer;204;78.3;49;42.5;13.4
2016-2;2016;2;20001;Valledupar;1;hombre;189;76;67.8;60.7;10.4
2016-2;2016;2;27001;Quibdó;0;mujer;54;70.5;53.3;39.8;25.4
2016-2;2016;2;27001;Quibdó;1;hombre;54;69.3;66.3;56.4;15
2016-2;2016;2;41001;Neiva;0;mujer;170;82.6;59;51.6;12.6
2016-2;2016;2;41001;Neiva;1;hombre;154;80.2;75.1;67.3;10.4
2016-2;2016;2;44001;Riohacha;0;mujer;117;71.3;59.1;46.8;20.7
2016-2;2016;2;44001;Riohacha;1;hombre;109;67.8;71.7;65.1;9.3
2016-2;2016;2;47001;Santa Marta;0;mujer;242;77.7;48.7;41.2;15.3
2016-2;2016;2;47001;Santa Marta;1;hombre;230;75.7;67.4;62.2;7.7
2016-2;2016;2;63001;Armenia;0;mujer;151;82.9;54.3;43.6;19.7
2016-2;2016;2;63001;Armenia;1;hombre;139;80.8;72.4;62.7;13.4
2016-2;2016;2;70001;Sincelejo;0;mujer;133;80.2;57;49;14.1
2016-2;2016;2;70001;Sincelejo;1;hombre;127;78.4;75.3;70.2;6.8
2016-3;2016;3;11001;Bogotá;0;mujer;4100;82.9;63.1;57.6;8.6
2016-3;2016;3;11001;Bogotá;1;hombre;3842;80.8;76.9;71.1;7.5
2016-3;2016;3;5001;Medellín;0;mujer;1910;85.4;56.3;49.5;12
2016-3;2016;3;5001;Medellín;1;hombre;1723;83.2;73.9;67.7;8.5
2016-3;2016;3;76001;Cali;0;mujer;1283;83.2;62.1;54.2;12.6
2016-3;2016;3;76001;Cali;1;hombre;1175;81;75.1;68.1;9.3
2016-3;2016;3;8001;Barranquilla;0;mujer;945;80.7;55.7;49.5;11.2
2016-3;2016;3;8001;Barranquilla;1;hombre;902;78.9;74.5;69.6;6.5
2016-3;2016;3;68147;Bucaramanga;0;mujer;555;83.9;60.1;54;10.2
2016-3;2016;3;68159;Bucaramanga;1;hombre;513;81.7;74.3;68.7;7.7
2016-3;2016;3;17001;Manizales;0;mujer;220;85.3;52.4;46.3;11.5
2016-3;2016;3;17001;Manizales;1;hombre;197;82.8;69.3;62.9;9.2
2016-3;2016;3;52001;Pasto;0;mujer;193;83.8;63.6;56.6;11
2016-3;2016;3;52001;Pasto;1;hombre;177;81.6;74.4;69.2;6.9
2016-3;2016;3;66001;Pereira;0;mujer;328;83.9;54.6;47.5;13
2016-3;2016;3;66001;Pereira;1;hombre;294;81.1;76.5;70.1;8.4
2016-3;2016;3;54001;Cúcuta;0;mujer;339;80.3;56.3;46.2;17.9
2016-3;2016;3;54001;Cúcuta;1;hombre;395;78.2;74;64.2;13.2
2016-3;2016;3;73001;Ibagué;0;mujer;273;81.9;58.8;49.9;15.1
2016-3;2016;3;73001;Ibagué;1;hombre;254;79.7;73.1;64.7;11.5
2016-3;2016;3;23001;Montería;0;mujer;182;80.4;58.7;50.2;14.5
2016-3;2016;3;23001;Montería;1;hombre;164;77.8;72.7;67;7.8
2016-3;2016;3;13001;Cartagena;0;mujer;502;81.1;47.8;42.7;10.6
2016-3;2016;3;13001;Cartagena;1;hombre;468;79.1;70.7;66.6;5.8
2016-3;2016;3;50001;Villavicencio;0;mujer;243;80;56.7;49.3;13
2016-3;2016;3;50001;Villavicencio;1;hombre;227;77.9;74.2;64.8;12.7
2016-3;2016;3;15001;Tunja;0;mujer;96;82.1;57.9;51.4;11.2
2016-3;2016;3;15001;Tunja;1;hombre;88;79.8;68.4;61.6;10
2016-3;2016;3;18001;Florencia;0;mujer;78;77.8;53.2;46.2;13.3
2016-3;2016;3;18001;Florencia;1;hombre;75;76.3;72.3;65.2;9.9
2016-3;2016;3;19001;Popayán;0;mujer;130;84.8;52;43.4;16.4
2016-3;2016;3;19001;Popayán;1;hombre;119;82.8;68;59.7;12.2
2016-3;2016;3;20001;Valledupar;0;mujer;204;78.3;48.8;42.1;13.6
2016-3;2016;3;20001;Valledupar;1;hombre;190;76;67.7;60.4;10.8
2016-3;2016;3;27001;Quibdó;0;mujer;54;70.6;55.9;42.3;24.4
2016-3;2016;3;27001;Quibdó;1;hombre;54;69.3;67.8;58.7;13.4
2016-3;2016;3;41001;Neiva;0;mujer;170;82.6;61.1;53.7;12
2016-3;2016;3;41001;Neiva;1;hombre;154;80.2;74.8;66.9;10.7
2016-3;2016;3;44001;Riohacha;0;mujer;118;71.4;58.6;47.5;18.9
2016-3;2016;3;44001;Riohacha;1;hombre;110;67.8;72.4;66.6;8.1
2016-3;2016;3;47001;Santa Marta;0;mujer;243;77.7;46.4;40;13.8
2016-3;2016;3;47001;Santa Marta;1;hombre;230;75.7;66.2;61;7.9
2016-3;2016;3;63001;Armenia;0;mujer;151;82.9;55.8;45.1;19.1
2016-3;2016;3;63001;Armenia;1;hombre;139;80.8;73;64.1;12.3
2016-3;2016;3;70001;Sincelejo;0;mujer;133;80.2;56.9;49.5;13
2016-3;2016;3;70001;Sincelejo;1;hombre;127;78.5;75.3;69.4;7.8
2016-4;2016;4;11001;Bogotá;0;mujer;4104;82.9;63.5;57.7;9.1
2016-4;2016;4;11001;Bogotá;1;hombre;3846;80.8;77.4;71.2;8
2016-4;2016;4;5001;Medellín;0;mujer;1912;85.4;56.4;49.7;11.9
2016-4;2016;4;5001;Medellín;1;hombre;1725;83.2;74.4;68.5;7.9
2016-4;2016;4;76001;Cali;0;mujer;1284;83.3;61.5;54.2;11.8
2016-4;2016;4;76001;Cali;1;hombre;1176;81;74.6;67.5;9.6
2016-4;2016;4;8001;Barranquilla;0;mujer;946;80.8;56.4;50.1;11.3
2016-4;2016;4;8001;Barranquilla;1;hombre;903;79;73.9;69.4;6.2
2016-4;2016;4;68148;Bucaramanga;0;mujer;555;83.9;60.5;54.5;10
2016-4;2016;4;68160;Bucaramanga;1;hombre;513;81.7;75.2;69.5;7.6
2016-4;2016;4;17001;Manizales;0;mujer;221;85.3;51.7;46;11
2016-4;2016;4;17001;Manizales;1;hombre;197;82.8;69.7;63.7;8.6
2016-4;2016;4;52001;Pasto;0;mujer;193;83.8;65.1;57.5;11.6
2016-4;2016;4;52001;Pasto;1;hombre;177;81.6;75;70.3;6.2
2016-4;2016;4;66001;Pereira;0;mujer;328;83.9;55.1;48;12.9
2016-4;2016;4;66001;Pereira;1;hombre;294;81.2;76.3;70.1;8.1
2016-4;2016;4;54001;Cúcuta;0;mujer;340;80.3;54.6;45.6;16.5
2016-4;2016;4;54001;Cúcuta;1;hombre;396;78.2;74.4;64.2;13.7
2016-4;2016;4;73001;Ibagué;0;mujer;273;81.9;60;51.7;13.8
2016-4;2016;4;73001;Ibagué;1;hombre;254;79.8;72.8;65.1;10.5
2016-4;2016;4;23001;Montería;0;mujer;182;80.4;58.7;51.3;12.6
2016-4;2016;4;23001;Montería;1;hombre;164;77.8;73.5;68;7.5
2016-4;2016;4;13001;Cartagena;0;mujer;502;81.2;47.9;42.6;11.1
2016-4;2016;4;13001;Cartagena;1;hombre;468;79.1;69.8;65.7;6
2016-4;2016;4;50001;Villavicencio;0;mujer;243;80.1;58.6;50.9;13.1
2016-4;2016;4;50001;Villavicencio;1;hombre;227;77.9;73.8;64.8;12.2
2016-4;2016;4;15001;Tunja;0;mujer;96;82.1;58.7;52;11.3
2016-4;2016;4;15001;Tunja;1;hombre;88;79.8;68.7;62.4;9.2
2016-4;2016;4;18001;Florencia;0;mujer;79;77.9;53.4;46;13.8
2016-4;2016;4;18001;Florencia;1;hombre;75;76.3;72.7;64.1;11.8
2016-4;2016;4;19001;Popayán;0;mujer;130;84.8;52.4;43.8;16.3
2016-4;2016;4;19001;Popayán;1;hombre;119;82.8;68.7;61.5;10.4
2016-4;2016;4;20001;Valledupar;0;mujer;205;78.3;48.6;42.1;13.4
2016-4;2016;4;20001;Valledupar;1;hombre;190;76.1;68.8;62.3;9.4
2016-4;2016;4;27001;Quibdó;0;mujer;54;70.6;55;42.3;23.2
2016-4;2016;4;27001;Quibdó;1;hombre;54;69.4;68.5;59.4;13.3
2016-4;2016;4;41001;Neiva;0;mujer;170;82.6;62.2;54.9;11.7
2016-4;2016;4;41001;Neiva;1;hombre;154;80.3;74.7;67.6;9.5
2016-4;2016;4;44001;Riohacha;0;mujer;118;71.4;59.6;48.6;18.5
2016-4;2016;4;44001;Riohacha;1;hombre;110;67.9;72.5;66.7;8
2016-4;2016;4;47001;Santa Marta;0;mujer;243;77.7;47;40.1;14.6
2016-4;2016;4;47001;Santa Marta;1;hombre;231;75.8;66.4;61.8;7
2016-4;2016;4;63001;Armenia;0;mujer;151;82.9;56.3;45.7;18.8
2016-4;2016;4;63001;Armenia;1;hombre;139;80.8;73.7;65.6;11
2016-4;2016;4;70001;Sincelejo;0;mujer;133;80.2;57.3;49.6;13.5
2016-4;2016;4;70001;Sincelejo;1;hombre;128;78.5;74.4;69.1;7.1
2016-5;2016;5;11001;Bogotá;0;mujer;4109;82.9;63.8;57.7;9.5
2016-5;2016;5;11001;Bogotá;1;hombre;3851;80.8;77.4;70.8;8.5
2016-5;2016;5;5001;Medellín;0;mujer;1914;85.5;56.7;49.3;13
2016-5;2016;5;5001;Medellín;1;hombre;1727;83.2;74.4;67.9;8.8
2016-5;2016;5;76001;Cali;0;mujer;1285;83.3;60.3;52.9;12.4
2016-5;2016;5;76001;Cali;1;hombre;1177;81;75.4;68.4;9.4
2016-5;2016;5;8001;Barranquilla;0;mujer;946;80.8;58.2;51.4;11.6
2016-5;2016;5;8001;Barranquilla;1;hombre;904;79;72.8;67.8;6.8
2016-5;2016;5;68149;Bucaramanga;0;mujer;556;83.9;61.6;55.4;10.1
2016-5;2016;5;68161;Bucaramanga;1;hombre;514;81.8;74;68.8;7
2016-5;2016;5;17001;Manizales;0;mujer;221;85.3;51.3;45.4;11.6
2016-5;2016;5;17001;Manizales;1;hombre;197;82.8;70.4;63.8;9.3
2016-5;2016;5;52001;Pasto;0;mujer;193;83.8;65.6;57.2;12.7
2016-5;2016;5;52001;Pasto;1;hombre;177;81.6;74.4;69.3;6.9
2016-5;2016;5;66001;Pereira;0;mujer;328;83.9;55.8;48.1;13.8
2016-5;2016;5;66001;Pereira;1;hombre;294;81.2;76.4;69.8;8.6
2016-5;2016;5;54001;Cúcuta;0;mujer;340;80.3;54.8;45.8;16.4
2016-5;2016;5;54001;Cúcuta;1;hombre;396;78.3;73.4;62.9;14.3
2016-5;2016;5;73001;Ibagué;0;mujer;274;82;58.2;49.7;14.6
2016-5;2016;5;73001;Ibagué;1;hombre;254;79.8;73.2;66.4;9.3
2016-5;2016;5;23001;Montería;0;mujer;183;80.4;57.3;50.4;12.1
2016-5;2016;5;23001;Montería;1;hombre;164;77.8;73.3;68.1;7.1
2016-5;2016;5;13001;Cartagena;0;mujer;503;81.2;48.3;43.1;10.6
2016-5;2016;5;13001;Cartagena;1;hombre;469;79.1;69.3;64.8;6.5
2016-5;2016;5;50001;Villavicencio;0;mujer;243;80.1;56.6;49.6;12.4
2016-5;2016;5;50001;Villavicencio;1;hombre;227;77.9;74.2;66;11.1
2016-5;2016;5;15001;Tunja;0;mujer;96;82.1;59;52.6;10.8
2016-5;2016;5;15001;Tunja;1;hombre;88;79.8;69.3;62.3;10.1
2016-5;2016;5;18001;Florencia;0;mujer;79;77.9;52.9;45.1;14.8
2016-5;2016;5;18001;Florencia;1;hombre;75;76.4;72;63.8;11.4
2016-5;2016;5;19001;Popayán;0;mujer;130;84.9;52.8;44.9;14.9
2016-5;2016;5;19001;Popayán;1;hombre;119;82.8;69;61.9;10.4
2016-5;2016;5;20001;Valledupar;0;mujer;205;78.4;48.8;41.6;14.7
2016-5;2016;5;20001;Valledupar;1;hombre;190;76.1;69;63;8.7
2016-5;2016;5;27001;Quibdó;0;mujer;54;70.6;55.5;43.7;21.3
2016-5;2016;5;27001;Quibdó;1;hombre;54;69.4;67.8;58.8;13.3
2016-5;2016;5;41001;Neiva;0;mujer;170;82.6;61.8;54.7;11.4
2016-5;2016;5;41001;Neiva;1;hombre;154;80.3;75.8;67.4;11
2016-5;2016;5;44001;Riohacha;0;mujer;118;71.4;59.9;49.3;17.6
2016-5;2016;5;44001;Riohacha;1;hombre;110;67.9;73.2;67.1;8.4
2016-5;2016;5;47001;Santa Marta;0;mujer;243;77.8;48.5;41.1;15.3
2016-5;2016;5;47001;Santa Marta;1;hombre;231;75.8;67.6;63.3;6.4
2016-5;2016;5;63001;Armenia;0;mujer;151;82.9;55.8;45.5;18.4
2016-5;2016;5;63001;Armenia;1;hombre;139;80.8;73.8;65.8;10.8
2016-5;2016;5;70001;Sincelejo;0;mujer;134;80.2;57.3;49.1;14.2
2016-5;2016;5;70001;Sincelejo;1;hombre;128;78.5;74.4;68.6;7.8
2016-6;2016;6;11001;Bogotá;0;mujer;4113;82.9;64.5;57.7;10.6
2016-6;2016;6;11001;Bogotá;1;hombre;3855;80.8;78;71.2;8.8
2016-6;2016;6;5001;Medellín;0;mujer;1916;85.5;56.4;49.3;12.5
2016-6;2016;6;5001;Medellín;1;hombre;1729;83.2;75;68.1;9.2
2016-6;2016;6;76001;Cali;0;mujer;1287;83.3;60.3;52.7;12.7
2016-6;2016;6;76001;Cali;1;hombre;1178;81;75;68.1;9.2
2016-6;2016;6;8001;Barranquilla;0;mujer;947;80.8;58.4;51.3;12.2
2016-6;2016;6;8001;Barranquilla;1;hombre;905;79;73.2;68.7;6.3
2016-6;2016;6;68150;Bucaramanga;0;mujer;556;83.9;62;56;9.7
2016-6;2016;6;68162;Bucaramanga;1;hombre;514;81.8;75;69.6;7.1
2016-6;2016;6;17001;Manizales;0;mujer;221;85.3;50.7;44.2;12.7
2016-6;2016;6;17001;Manizales;1;hombre;197;82.8;71.1;64.4;9.4
2016-6;2016;6;52001;Pasto;0;mujer;194;83.8;66;57.9;12.3
2016-6;2016;6;52001;Pasto;1;hombre;178;81.6;74.2;69.3;6.5
2016-6;2016;6;66001;Pereira;0;mujer;329;83.9;56.4;48.5;14.1
2016-6;2016;6;66001;Pereira;1;hombre;294;81.2;75.6;69;8.7
2016-6;2016;6;54001;Cúcuta;0;mujer;341;80.4;55.6;46.3;16.8
2016-6;2016;6;54001;Cúcuta;1;hombre;396;78.3;74.1;63;15
2016-6;2016;6;73001;Ibagué;0;mujer;274;82;58.5;50;14.5
2016-6;2016;6;73001;Ibagué;1;hombre;255;79.8;72.7;64.9;10.8
2016-6;2016;6;23001;Montería;0;mujer;183;80.4;55.9;49.5;11.5
2016-6;2016;6;23001;Montería;1;hombre;164;77.9;72.7;67.7;7
2016-6;2016;6;13001;Cartagena;0;mujer;503;81.2;49.5;43.7;11.8
